Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa,C,23,TOR,51,11,20.7,3.4,7.1,0.475,0.5,1.8,0.245,2.9,5.3,0.556,0.507,1.6,2.3,0.686,1.8,4,5.8,0.9,0.5,0.6,1.1,1.8,8.8
2,Steven Adams,C,29,MEM,42,42,27,3.7,6.3,0.597,0,0,0,3.7,6.2,0.599,0.597,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6
3,Bam Adebayo,C,25,MIA,72,72,35.2,8.2,15.1,0.539,0,0.2,0.083,8.1,15,0.544,0.539,4.4,5.5,0.803,2.4,6.9,9.3,3.3,1.2,0.8,2.6,2.8,20.7
4,Ochai Agbaji,SG,22,UTA,55,18,19.6,2.5,5.7,0.438,1.3,3.6,0.374,1.2,2.1,0.547,0.556,0.8,1.1,0.793,0.7,1.3,2,1,0.3,0.2,0.6,1.7,7.2
5,Santi Aldama,PF,22,MEM,75,19,22,3.2,6.9,0.473,1.2,3.5,0.356,2,3.4,0.593,0.563,1.4,1.9,0.754,1.1,3.7,4.8,1.2,0.6,0.6,0.8,1.9,9.1
6,Nickeil Alexander-Walker,SG,24,TOT,56,3,14.9,2.2,5,0.442,1,2.6,0.381,1.2,2.3,0.511,0.543,0.7,1.1,0.667,0.3,1.5,1.8,1.8,0.5,0.3,0.9,1.5,6.1
6,Nickeil Alexander-Walker,SG,24,UTA,36,3,14.7,2.3,4.7,0.488,1,2.4,0.402,1.3,2.3,0.578,0.591,0.8,1.1,0.692,0.2,1.4,1.6,2.1,0.7,0.4,1.3,1.6,6.3
6,Nickeil Alexander-Walker,SG,24,MIN,20,0,15.4,2,5.4,0.37,1.1,3,0.35,1,2.4,0.396,0.468,0.7,1.1,0.619,0.3,1.7,2,1.4,0.3,0.3,0.4,1.3,5.7
7,Grayson Allen,SG,27,MIL,72,70,27.4,3.4,7.7,0.44,2,5.1,0.399,1.4,2.7,0.518,0.571,1.6,1.8,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1,1.6,10.4
8,Jarrett Allen,C,24,CLE,66,66,32.9,6,9.3,0.645,0,0.1,0.111,6,9.1,0.653,0.646,2.5,3.3,0.733,3.3,6.6,9.9,1.7,0.8,1.2,1.4,2.3,14.4
9,Jose Alvarado,PG,24,NOP,61,10,21.5,3.3,8,0.411,1.4,4,0.336,1.9,4,0.488,0.496,1.1,1.3,0.813,0.5,1.9,2.3,3,1.1,0.2,1.3,2,9
10,Kyle Anderson,PF,29,MIN,66,46,28.2,3.7,7.2,0.511,0.6,1.5,0.42,3,5.6,0.535,0.555,1.5,2.1,0.735,1,4.4,5.4,4.8,1.2,0.9,1.5,2.2,9.5
11,Giannis Antetokounmpo,PF,28,MIL,62,62,32.1,11.3,20.4,0.553,0.8,2.8,0.275,10.5,17.6,0.597,0.572,7.9,12.2,0.646,2.2,9.6,11.8,5.6,0.8,0.8,3.8,3.1,31.1
12,Thanasis Antetokounmpo,SF,30,MIL,33,0,4.2,0.3,0.8,0.37,0,0.2,0,0.3,0.7,0.455,0.37,0.2,0.4,0.417,0.3,0.6,0.9,0.2,0.1,0.1,0.3,0.5,0.8
13,Cole Anthony,PG,22,ORL,58,3,25.8,4.6,10.1,0.454,1.2,3.4,0.362,3.4,6.7,0.501,0.515,2.5,2.8,0.89,0.8,4,4.7,3.9,0.6,0.5,1.5,2.7,13
14,OG Anunoby,SF,25,TOR,64,64,35.7,6.3,13.2,0.48,2.2,5.5,0.395,4.2,7.7,0.539,0.562,2.2,2.6,0.838,1.4,3.6,5.1,1.9,1.9,0.7,2,3,17
15,Ryan Arcidiacono,PG,28,TOT,20,4,8.6,0.5,1.9,0.243,0.4,1.2,0.348,0.1,0.7,0.071,0.351,0,0,,0,0.8,0.8,1.2,0.3,0,0.4,0.9,1.3
15,Ryan Arcidiacono,PG,28,NYK,11,0,2.4,0.1,0.5,0.2,0.1,0.3,0.333,0,0.2,0,0.3,0,0,,0,0.4,0.4,0.2,0.2,0,0.1,0.3,0.3
15,Ryan Arcidiacono,PG,28,POR,9,4,16.2,0.9,3.6,0.25,0.8,2.2,0.35,0.1,1.3,0.083,0.359,0,0,,0,1.2,1.2,2.3,0.3,0,0.7,1.6,2.6
16,Deni Avdija,SF,22,WAS,76,40,26.6,3.3,7.6,0.437,0.9,3.1,0.297,2.4,4.6,0.53,0.497,1.6,2.2,0.739,1,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2
17,Deandre Ayton,C,24,PHO,65,65,30.4,7.8,13.4,0.586,0.1,0.4,0.292,7.7,13,0.594,0.59,2.2,2.9,0.749,2.6,7.5,10,1.7,0.6,0.8,1.8,2.8,18
18,Udoka Azubuike,C,23,UTA,32,0,8,1.3,1.7,0.811,0,0,,1.3,1.7,0.811,0.811,0.2,0.5,0.313,0.8,2,2.8,0.3,0.2,0.4,0.5,0.8,2.8
19,Marvin Bagley III,C,23,DET,40,25,23.7,4.8,9,0.535,0.4,1.5,0.262,4.4,7.5,0.59,0.557,1.9,2.5,0.752,2.3,4.1,6.4,0.9,0.5,0.7,1.1,2,12
20,Patrick Baldwin Jr.,SF,20,GSW,28,0,7.6,1.4,3.6,0.396,1.1,2.8,0.385,0.4,0.8,0.435,0.545,0.1,0.2,0.667,0,1.3,1.3,0.3,0.2,0.1,0.4,0.5,4.1
21,LaMelo Ball,PG,21,CHO,36,36,35.2,8.2,20,0.411,4,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3
22,Mo Bamba,C,24,TOT,47,7,16.2,2.5,5.1,0.487,1,2.6,0.39,1.4,2.4,0.591,0.588,0.9,1.3,0.661,1.2,3.5,4.7,1,0.3,0.9,0.6,2.2,6.8
22,Mo Bamba,C,24,ORL,40,6,17,2.7,5.4,0.495,1.1,2.7,0.398,1.6,2.7,0.594,0.596,0.9,1.3,0.686,1.2,3.4,4.6,1.1,0.3,1,0.6,2.2,7.3
22,Mo Bamba,C,24,LAL,7,1,11.6,1.4,3.4,0.417,0.7,2.1,0.333,0.7,1.3,0.556,0.521,0.9,1.6,0.545,1.3,4,5.3,0.6,0.1,0.6,1.1,2.4,4.4
23,Paolo Banchero,PF,20,ORL,71,71,33.7,6.6,15.6,0.427,1.2,4,0.295,5.5,11.6,0.472,0.464,5.5,7.4,0.739,1.1,5.7,6.9,3.7,0.8,0.5,2.7,2.2,20
24,Desmond Bane,SG,24,MEM,55,55,31.5,7.7,16.1,0.479,2.8,6.9,0.41,4.9,9.2,0.53,0.566,3.2,3.6,0.889,0.7,4.2,4.9,4.3,1,0.4,2.2,2.5,21.4
25,Dalano Banton,PG,23,TOR,28,2,9,1.6,4,0.407,0.5,1.6,0.283,1.2,2.4,0.493,0.465,0.5,0.7,0.789,0.3,1,1.3,1,0.5,0.4,0.6,1.1,4.3
26,Dominick Barlow,SF,19,SAS,24,0,12.9,1.4,2.6,0.524,0,0.2,0,1.4,2.5,0.559,0.524,0.5,0.7,0.706,1.4,1.6,3,0.7,0.3,0.6,0.5,1.9,3.3
27,Harrison Barnes,PF,30,SAC,78,78,32.7,4.5,9.6,0.468,1.6,4.3,0.37,2.9,5.3,0.548,0.551,4.3,5.1,0.845,1,3.6,4.6,1.6,0.7,0.1,1.1,1.3,15
28,Scottie Barnes,PF,21,TOR,73,72,35,6.2,13.4,0.46,0.8,2.9,0.288,5.3,10.5,0.507,0.491,2.5,3.3,0.778,2.4,4.4,6.8,4.9,1.1,0.8,2,2.2,15.7
29,RJ Barrett,SG,22,NYK,71,71,33.8,6.9,16,0.433,1.7,5.3,0.317,5.2,10.7,0.491,0.486,4,5.3,0.743,0.8,4.2,5.1,2.7,0.4,0.2,2.3,2.4,19.5
30,Will Barton,SG,32,TOT,52,2,17.8,2.4,6.4,0.37,1.1,3.1,0.35,1.3,3.3,0.391,0.456,0.7,0.9,0.787,0.3,2.2,2.5,2.1,0.5,0.2,0.9,1,6.5
30,Will Barton,SG,32,WAS,40,0,19.6,2.8,7.1,0.386,1.3,3.5,0.377,1.5,3.7,0.395,0.477,0.9,1.1,0.778,0.3,2.5,2.8,2.4,0.4,0.3,1.1,1,7.7
30,Will Barton,SG,32,TOR,12,2,12.2,1.1,3.9,0.277,0.4,2.1,0.2,0.7,1.8,0.364,0.33,0.2,0.2,1,0.3,1.3,1.5,1,0.6,0.2,0.3,1,2.8
31,Charles Bassey,C,22,SAS,35,2,14.5,2.5,3.9,0.644,0.1,0.2,0.375,2.4,3.6,0.661,0.656,0.6,1.1,0.595,2.1,3.4,5.5,1.3,0.5,0.9,1.2,2.1,5.7
32,Keita Bates-Diop,SF,27,SAS,63,38,21.4,3.3,6.5,0.507,0.8,2,0.387,2.6,4.6,0.559,0.566,1.7,2.1,0.794,1,2.7,3.6,1.4,0.7,0.3,0.8,1,9
33,Nicolas Batum,PF,34,LAC,75,16,21.8,2.1,4.9,0.425,1.6,4,0.396,0.5,0.9,0.563,0.589,0.4,0.6,0.696,0.8,3.1,3.9,1.5,0.7,0.5,0.7,1.9,6.2
34,Darius Bazley,PF,22,TOT,41,1,14.2,1.8,4,0.446,0.5,1.2,0.388,1.3,2.9,0.47,0.503,0.9,1.6,0.552,0.7,2.4,3.1,0.9,0.5,0.8,0.6,1,5
34,Darius Bazley,PF,22,OKC,36,1,15.4,2,4.4,0.449,0.5,1.3,0.4,1.5,3.1,0.469,0.506,1,1.8,0.554,0.8,2.6,3.4,0.9,0.5,0.8,0.6,1,5.4
34,Darius Bazley,PF,22,PHO,5,0,5.4,0.6,1.6,0.375,0.2,0.8,0.25,0.4,0.8,0.5,0.438,0.2,0.4,0.5,0.2,1,1.2,0.8,0.4,0.4,0.6,1,1.6
35,Bradley Beal,SG,29,WAS,50,50,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,0.551,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2
36,Malik Beasley,SG,26,TOT,77,27,26.1,4.6,11.8,0.392,2.9,8.3,0.357,1.7,3.5,0.474,0.517,0.6,0.7,0.786,0.4,3.1,3.5,1.5,0.8,0.1,1.2,1.3,12.7
36,Malik Beasley,SG,26,UTA,55,13,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4
36,Malik Beasley,SG,26,LAL,22,14,24.3,4.1,10.8,0.38,2.6,7.5,0.352,1.5,3.3,0.444,0.502,0.3,0.5,0.583,0.2,3.2,3.4,1.1,0.9,0,1.4,1.2,11.1
37,MarJon Beauchamp,SF,22,MIL,48,9,12.8,1.8,4.5,0.401,0.9,2.6,0.325,1,1.9,0.505,0.495,0.5,0.7,0.697,0.8,1.4,2.1,0.6,0.4,0.1,0.8,1.3,5
38,Dāvis Bertāns,PF,30,DAL,43,0,10.4,1.4,3.3,0.421,1.1,2.9,0.387,0.3,0.4,0.688,0.593,0.2,0.3,0.833,0.2,0.8,1,0.5,0.2,0.1,0.2,1.2,4.1
39,Patrick Beverley,PG,34,TOT,64,64,27.1,2.1,5.4,0.397,1.2,3.5,0.332,1,1.8,0.521,0.506,0.7,1,0.723,0.7,3,3.7,2.9,0.9,0.6,0.9,2.8,6.2
39,Patrick Beverley,PG,34,LAL,45,45,26.9,2.2,5.4,0.402,1.2,3.5,0.348,0.9,1.8,0.506,0.517,0.9,1.1,0.78,0.5,2.6,3.1,2.6,0.9,0.6,0.9,2.8,6.4
39,Patrick Beverley,PG,34,CHI,19,19,27.5,2.1,5.4,0.382,1.1,3.6,0.294,1,1.8,0.559,0.48,0.4,0.8,0.533,1.1,4.1,5.2,3.4,0.8,0.7,0.9,2.9,5.6
40,Saddiq Bey,SF,23,TOT,73,34,27.8,4.5,10.9,0.416,2,5.4,0.36,2.6,5.5,0.472,0.506,2.8,3.3,0.861,1.3,3.5,4.8,1.5,0.9,0.2,0.9,1.6,13.8
40,Saddiq Bey,SF,23,DET,52,30,28.8,4.7,11.7,0.404,1.9,5.6,0.345,2.8,6,0.46,0.488,3.5,4,0.861,1.1,3.5,4.7,1.6,1,0.2,1,1.7,14.8
40,Saddiq Bey,SF,23,ATL,21,4,25.1,4.1,9,0.455,2,5,0.404,2.1,4,0.518,0.566,1.2,1.4,0.862,1.6,3.4,5,1.2,0.7,0,0.7,1.5,11.4
41,Khem Birch,C,30,TOR,20,0,8.1,1,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2
42,Goga Bitadze,C,23,TOT,34,0,11,1.6,2.9,0.551,0.2,0.7,0.261,1.4,2.2,0.64,0.582,0.6,1.1,0.526,1.3,1.6,3,1,0.4,0.6,0.5,1.7,3.9
42,Goga Bitadze,C,23,IND,21,0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3
42,Goga Bitadze,C,23,ORL,13,0,13.2,2.1,3.5,0.587,0.2,0.7,0.222,1.9,2.8,0.676,0.609,0.7,1.1,0.643,1.5,2.5,4,1.3,0.4,0.9,0.4,1.8,5
43,Bismack Biyombo,C,30,PHO,58,13,14.4,1.9,3.3,0.575,0,0,,1.9,3.3,0.575,0.575,0.4,1.2,0.338,1.5,2.8,4.3,0.9,0.3,1.4,0.9,1.9,4.2
44,Buddy Boeheim,PG,23,DET,8,0,9.3,0.6,3,0.208,0.5,2.8,0.182,0.1,0.3,0.5,0.292,0.3,0.3,1,0.3,0.4,0.6,0.4,0.3,0,0,0.6,2
45,Bogdan Bogdanović,SG,30,ATL,52,8,28,5,11.3,0.442,2.7,6.7,0.402,2.3,4.7,0.5,0.56,1.2,1.4,0.822,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,13.9
46,Bojan Bogdanović,PF,33,DET,59,59,32.1,7.3,14.9,0.488,2.5,6,0.411,4.8,9,0.539,0.57,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6
47,Bol Bol,PF,23,ORL,67,32,21.4,3.7,6.6,0.566,0.4,1.5,0.293,3.3,5.1,0.644,0.598,1.1,1.5,0.76,1,4.8,5.8,0.9,0.4,1.2,1.6,1.3,9
48,Leandro Bolmaro,SG,22,UTA,14,0,4.9,0.2,1.4,0.15,0,0.3,0,0.2,1.1,0.188,0.15,0,0,,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4
49,Devin Booker,SG,26,PHO,51,51,34.6,10.1,20.3,0.498,2.1,5.9,0.359,8,14.4,0.555,0.55,5.7,6.7,0.851,0.9,3.6,4.5,5.5,0.9,0.4,2.8,3,28
50,Brandon Boston Jr.,SG,21,LAC,21,1,11.8,2.4,5.8,0.421,0.6,1.4,0.414,1.9,4.4,0.424,0.471,1.4,1.8,0.763,0.3,1,1.4,0.9,0.4,0,0.6,1,6.8
51,Chris Boucher,PF,30,TOR,72,0,20.2,3.4,7,0.491,0.8,2.5,0.32,2.6,4.5,0.586,0.549,1.7,2.2,0.755,2.1,3.5,5.7,0.4,0.6,0.9,0.5,1.9,9.4
52,James Bouknight,SG,22,CHO,31,0,14.2,1.9,5.2,0.364,0.9,2.9,0.322,1,2.3,0.417,0.454,0.6,0.8,0.692,0.2,1.9,2.1,1.2,0.5,0.2,0.8,1.2,5.3
53,Jamaree Bouyea,PG,23,TOT,5,0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1,1.2,0.8,0.8,0.4,0.8,1.2,3
53,Jamaree Bouyea,PG,23,MIA,4,0,16.3,1.5,3.3,0.462,0.5,1.3,0.4,1,2,0.5,0.538,0.3,0.5,0.5,0.3,1,1.3,1,1,0.5,1,1.3,3.8
53,Jamaree Bouyea,PG,23,WAS,1,0,6,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,0,1,0
54,Tony Bradley,C,25,CHI,12,0,2.8,0.5,1,0.5,0.3,0.4,0.6,0.3,0.6,0.429,0.625,0.3,0.3,1,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6
55,Malaki Branham,SF,19,SAS,62,28,23.3,4,9,0.442,1.2,3.8,0.308,2.8,5.2,0.539,0.506,0.8,1,0.803,0.4,2.3,2.7,2,0.5,0.1,1.2,1.8,9.9
56,Jarrell Brantley,PF,26,UTA,4,0,9.8,2,3.5,0.571,1,2.3,0.444,1,1.3,0.8,0.714,0.5,0.5,1,0.3,1.3,1.5,0.8,0,0.5,0.5,0.8,5.5
57,Christian Braun,SG,21,DEN,72,4,14.9,1.8,3.5,0.494,0.4,1.2,0.372,1.3,2.3,0.556,0.557,0.5,0.8,0.6,0.6,1.7,2.3,0.8,0.5,0.2,0.4,1.3,4.4
58,Mikal Bridges,SF,26,TOT,79,79,36.1,7.2,15.1,0.475,2.1,5.2,0.399,5.1,9.9,0.516,0.544,3.8,4.2,0.901,1,3.5,4.4,3.3,1.1,0.7,1.5,2,20.2
58,Mikal Bridges,SF,26,PHO,56,56,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9,0.503,0.529,2.8,3.1,0.897,1,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2
58,Mikal Bridges,SF,26,BRK,23,23,35.2,9.3,18.7,0.497,2.8,6.7,0.418,6.5,12,0.54,0.571,6.3,6.9,0.906,1,3.7,4.7,2.7,1,0.6,1.8,1.7,27.6
59,Oshae Brissett,SF,24,IND,62,2,16.5,1.9,4.8,0.388,0.8,2.4,0.318,1.1,2.4,0.459,0.468,1.5,2.1,0.723,1,2.4,3.3,0.6,0.5,0.2,0.5,1.2,6
60,Malcolm Brogdon,PG,30,BOS,65,0,25.9,5.2,10.7,0.484,1.9,4.4,0.439,3.2,6.3,0.515,0.574,2.4,2.7,0.879,0.6,3.6,4.2,3.7,0.7,0.3,1.4,1.6,14.7
61,Dillon Brooks,SF,27,MEM,71,71,30.2,5.3,13.6,0.394,1.9,6,0.324,3.4,7.6,0.448,0.465,1.6,2.1,0.784,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.2
62,Bruce Brown,SG,26,DEN,77,29,28.3,4.4,9.1,0.48,1.2,3.2,0.36,3.2,5.9,0.545,0.544,1.4,1.8,0.748,0.8,3.3,4.1,3.3,1.1,0.6,1.6,2.4,11.2
63,Greg Brown III,PF,21,POR,16,0,5.8,0.7,1.8,0.393,0.1,0.4,0.143,0.6,1.3,0.476,0.411,0.3,0.8,0.417,0.1,1.1,1.2,0.2,0.3,0.3,0.4,0.8,1.8
64,Jaylen Brown,SF,26,BOS,66,66,35.8,10.1,20.5,0.493,2.5,7.2,0.339,7.7,13.3,0.576,0.552,4,5.2,0.769,1.2,5.6,6.8,3.4,1.1,0.4,2.9,2.6,26.7
65,Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,0.571,0,0.2,0,0.7,1,0.667,0.571,0.2,0.3,0.5,0.3,0.7,1,0.5,0.7,0,0.3,1.5,1.5
66,Moses Brown,C,23,TOT,36,1,8.2,1.7,2.7,0.635,0,0,,1.7,2.7,0.635,0.635,0.9,2,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,1.1,4.3
66,Moses Brown,C,23,LAC,34,1,8.5,1.8,2.8,0.635,0,0,,1.8,2.8,0.635,0.635,1,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6
66,Moses Brown,C,23,BRK,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0.5,0,0.5,0.5,0
67,Sterling Brown,SG,27,LAL,4,0,6,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0.8,1.3,2,0.5,0.8,0,0,1,0
68,Troy Brown Jr.,SF,23,LAL,72,45,24.6,2.7,6.2,0.431,1.4,3.8,0.374,1.3,2.4,0.52,0.545,0.5,0.5,0.892,0.8,3.2,4,1.2,0.8,0.2,0.7,1.6,7.2
69,Jalen Brunson,PG,26,NYK,68,68,35,8.6,17.6,0.491,2,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3,3.5,6.2,0.9,0.2,2.1,2.2,24
70,Thomas Bryant,C,25,TOT,58,26,18.3,3.9,6.2,0.623,0.4,1,0.429,3.5,5.3,0.659,0.657,1.6,2.2,0.738,1.5,4.2,5.7,0.5,0.3,0.5,0.7,1.7,9.8
70,Thomas Bryant,C,25,LAL,41,25,21.4,4.8,7.3,0.654,0.5,1.2,0.44,4.3,6.1,0.697,0.691,2,2.6,0.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,1.9,12.1
70,Thomas Bryant,C,25,DEN,17,1,10.8,1.6,3.5,0.467,0.1,0.4,0.333,1.5,3.2,0.481,0.483,0.8,1.1,0.722,1.1,2,3.1,0.1,0.1,0.4,0.6,1.4,4.2
71,Reggie Bullock,SF,31,DAL,76,53,30.4,2.5,6.1,0.409,1.9,5.1,0.379,0.5,0.9,0.569,0.569,0.3,0.5,0.703,0.4,3.3,3.7,1.3,0.7,0.2,0.5,2.2,7.3
72,Alec Burks,SG,31,DET,51,8,22,3.9,9,0.436,1.9,4.7,0.414,2,4.3,0.459,0.544,3,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8
73,Deonte Burton,SG,29,SAC,2,0,3,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0,0,0,0,0,0,0,0,0
74,Jared Butler,SG,22,OKC,3,0,9,1.3,2.7,0.5,0.3,1,0.333,1,1.7,0.6,0.563,0,0,,0,0.3,0.3,1.3,1.3,0,0.7,1.3,3
75,Jimmy Butler,SF,33,MIA,62,62,33.4,7.4,13.9,0.534,0.6,1.6,0.35,6.9,12.3,0.558,0.554,7.4,8.7,0.851,2.3,3.6,5.9,5.3,1.8,0.3,1.6,1.3,22.8
76,John Butler,C,20,POR,15,0,7.7,0.3,1.5,0.217,0.1,1.1,0.125,0.2,0.5,0.429,0.261,0.1,0.1,1,0.1,0.4,0.5,0.3,0.3,0.3,0,0.9,0.9
77,Jamal Cain,SF,23,MIA,15,0,12.4,1.7,3.3,0.52,0.1,0.8,0.167,1.6,2.5,0.632,0.54,0.8,1.1,0.75,0.8,1.8,2.6,0.6,0.5,0,0.3,1,4.4
78,Kentavious Caldwell-Pope,SG,29,DEN,74,74,31.5,3.8,8.3,0.459,1.7,4.2,0.416,2.1,4.1,0.503,0.564,1.4,1.7,0.821,0.5,2.3,2.8,2.4,1.5,0.4,1.1,1.9,10.7
79,Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,0.231,0.4,1.4,0.273,0,0.3,0,0.346,0.1,0.3,0.5,0,0.3,0.3,1.1,0.8,0,0.4,0.4,1.3
80,Vlatko Čančar,PF,25,DEN,56,8,14.8,1.9,3.8,0.486,0.8,1.9,0.389,1.1,1.9,0.585,0.584,0.6,0.6,0.941,0.4,1.8,2.2,1.3,0.3,0.2,0.6,1.4,5
81,Clint Capela,C,28,ATL,62,60,26.7,5.4,8.4,0.649,0,0,0,5.4,8.4,0.651,0.649,1.1,1.9,0.607,4.1,7.1,11.1,0.9,0.7,1.2,0.8,2.1,12
82,Vernon Carey Jr.,C,21,WAS,11,0,2.5,0.2,0.7,0.25,0,0,,0.2,0.7,0.25,0.25,0.2,0.2,1,0.3,0.7,1,0.3,0.2,0.2,0.2,0.5,0.5
83,Jevon Carter,PG,27,MIL,78,37,22.3,2.9,6.9,0.424,1.7,4.1,0.417,1.2,2.8,0.434,0.547,0.4,0.5,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1,2,7.9
84,Wendell Carter Jr.,C,23,ORL,55,52,29.8,5.7,10.9,0.527,1.4,3.9,0.35,4.4,7,0.627,0.59,2.6,3.5,0.741,2.2,6.6,8.7,2.3,0.5,0.6,1.9,2.8,15.5
85,Michael Carter-Williams,PG,31,ORL,1,0,2,0,0,,0,0,,0,0,,,1,2,0.5,0,0,0,0,0,0,0,0,1
86,Alex Caruso,PG,28,CHI,64,33,23.8,2,4.3,0.455,0.8,2.3,0.367,1.1,2,0.554,0.552,0.9,1.1,0.808,0.6,2.3,3,3,1.5,0.7,1.2,2.4,5.7
87,Julian Champagnie,SF,21,TOT,13,1,15.5,2.6,5.6,0.466,1.4,3.6,0.383,1.2,2,0.615,0.589,0.4,0.5,0.833,0.5,2.2,2.7,0.3,0.3,0.3,0.5,1.5,7
87,Julian Champagnie,SF,21,PHI,2,0,3.5,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0,0,0,0,0.5,0,0,0,0
87,Julian Champagnie,SF,21,SAS,11,1,17.7,3.1,6.5,0.479,1.6,4.2,0.391,1.5,2.3,0.64,0.606,0.5,0.5,0.833,0.5,2.6,3.2,0.4,0.3,0.4,0.6,1.7,8.3
88,Justin Champagnie,SF,21,TOR,3,0,3.7,1,1,1,0,0,,1,1,1,1,0,0,,0.3,1,1.3,0.3,0,0,0,0.3,2
89,Kennedy Chandler,PG,20,MEM,34,0,7.9,1,2.3,0.418,0.1,0.4,0.133,0.9,1.9,0.484,0.43,0.2,0.4,0.462,0.2,0.8,1,1.7,0.4,0.1,0.5,0.4,2.2
90,Max Christie,SG,19,LAL,39,3,13.1,1.1,2.7,0.415,0.7,1.6,0.419,0.5,1.1,0.409,0.538,0.4,0.4,0.875,0.2,1.7,1.9,0.5,0.2,0.2,0.3,0.8,3.3
91,Josh Christopher,SG,21,HOU,61,1,11.8,2.3,4.9,0.465,0.3,1.4,0.25,2,3.6,0.548,0.5,0.7,0.9,0.778,0.3,0.8,1,1.1,0.5,0.2,0.9,0.9,5.6
92,Brandon Clarke,PF,26,MEM,56,8,19.5,4.1,6.2,0.656,0,0.1,0.167,4.1,6.1,0.665,0.658,1.8,2.4,0.723,1.6,3.9,5.5,1.3,0.6,0.7,1,2.3,10
93,Jordan Clarkson,SG,30,UTA,61,61,32.6,7.5,16.9,0.444,2.5,7.5,0.338,5,9.4,0.53,0.519,3.3,4,0.816,1.2,2.9,4,4.4,0.5,0.2,3,2,20.8
94,Nic Claxton,C,23,BRK,73,73,29.7,5.5,7.7,0.707,0,0,0,5.5,7.7,0.709,0.707,1.7,3.3,0.527,2.4,6.8,9.2,1.9,0.8,2.5,1.3,2.8,12.6
95,Amir Coffey,SG,25,LAC,49,9,12.7,1.1,3,0.386,0.2,0.8,0.275,0.9,2.1,0.429,0.424,1,1.3,0.778,0.3,0.7,1.1,1.1,0.1,0.1,0.4,1,3.5
96,John Collins,PF,25,ATL,68,68,30.1,5,10,0.506,0.9,3.3,0.282,4.1,6.6,0.619,0.553,1.9,2.4,0.793,1.1,5.4,6.5,1.2,0.6,1,1.1,3.1,12.9
97,Zach Collins,C,25,SAS,62,25,22.7,4.4,8.6,0.515,0.9,2.3,0.375,3.6,6.3,0.567,0.566,1.7,2.2,0.763,1.8,4.5,6.3,2.8,0.6,0.7,2,3.1,11.5
98,Mike Conley,PG,35,TOT,64,63,30.3,3.8,9.1,0.42,2,5.2,0.378,1.8,3.9,0.476,0.528,2,2.4,0.838,0.5,2.3,2.8,6.8,1.1,0.2,1.5,2.1,11.6
98,Mike Conley,PG,35,UTA,43,42,29.7,3.6,8.7,0.408,1.8,5,0.362,1.8,3.8,0.469,0.511,1.8,2.2,0.813,0.4,2.1,2.5,7.7,1,0.2,1.7,2.2,10.7
